,Name,Star,Location,Date,Title,Review
50,Amazon Customer,3.0,the United States ,"January 17, 2022","Fits well, comfortable but not water resistant",My daughter liked the feel of it but it did not keep her warm or dry. The suit got wet very quickly making her very cold very fast. Made it hard to enjoying playing in the first snow of the year. Will not buy again.
51,stacy,3.0,the United States ,"April 2, 2022",Not made for thick girls,Was tight for the size
52,lakegirl,3.0,the United States ,"January 12, 2021",Covered in cat hair,"The bibs were just as I expected, except they were covered in cat hair!!!! Considered returning them, but since they are only going to be used to play in, I will just wash them. I’m guessing they were returned at some point. They should definitely check theirs returns, because is someone was allergic, it could cause a serious problem!!"
53,Erica,3.0,the United States ,"March 14, 2021","Good snow pants, almost great",Great snow pants but already have to repair them. We use them a lot but after about 4 uses I noticed a seam that already needs repair. They do the job well but wished I didn't have to mend them already.
54,KIMBERLEE,3.0,the United States ,"December 30, 2020",Too small!,3 stars because the fit is not accurate but the overall quality and fabric is great for the price. I ordered these for my 10 year old and they fit my 6 year old.
55,7185,3.0,the United States ,"February 28, 2021",Looks like use,Product arrived with no tag and dirty looks like if it was use.  I returned
56,Amazon Customer,3.0,the United States ,"March 9, 2021",Didn't last long,Sadly these lasted 2 1/2 months before they started ripping apart in the crotch:(
57,Daniel J MacArthur,3.0,the United States ,"December 6, 2019",Very Long,I order the medium which is a 7/8. These are very long. Even with the straps set to the smallest setting. We will keep and just hem up the bottom. Should get several seasons out of them
58,DeadpanAnn,4.0,the United States ,"December 14, 2022",Perfect for playing in the snow,"We don't do winter sports, but I wanted my kids to be able to play in the snow for longer than 10 minutes. These seem excellent quality for the price and should do the job. They wouldn't be great for winter sports, but when you have a warm house to step right into and comfies to slip inti they'll work. Good enough to skip forking out the BIG $$$ for gear they'll wear 3x, then outgrow."
59,John,4.0,the United States ,"December 10, 2022",Quality made for memories,Recently moved to Western NY. Bought these for my 5 year old daughter she played outside for about 45 minutes before her nose got cold. She never mentioned anything was cold but her nose. Her pants under these were completely dry except a little around her boots. My fault not the snow pants fault
60,Brandilyn Fry,4.0,the United States ,"February 1, 2022",Runs a little small,"Bought an XXL for my child that wears a 14/16 and it fit, but won't last us past this snow season.  I would recommend a size up."
61,Erin,4.0,the United States ,"January 10, 2022","runs large, great for price","I had meant to order my son a 3T, but accidentally ordered 2T. It worked out perfectly as the bib runs large. We live in Florida and needed a bib for a trip to NY. Definitely worth $20."
62,Shaun M. Davis,4.0,the United States ,"November 24, 2019",Better quality and features than expected.,"We have not had a chance to test these in action in the snow but from what I’ve seen so far these are among the better pair of snow-bibs I’ve seen, having shopped around a lot in stores. The seat and knees reinforcement are decent but, again, not sure yet how they will hold up in actual use. Zipper pockets are nice, adjustable shoulder and waste straps are nice. There’s a ring which I presume to be for hooking gloves on, which I like as a much hetter option to store gloves when not in use. We ordered purple and pink and the colors are great - the girls both love them in terms of appearance and feel/fit, not that appearance is important especially with snow-bibs. All-in-all I was pleasantly surprised with these, as Amazon name branded attire is new to us and the price point created doubt in what I would get. Not 5 stars because we haven't tested true quality in withstanding kids playing in snow."
63,Kelly H.,4.0,the United States ,"January 28, 2021",True to sizing,My daughter has only gotten to wear them once so far since we received them and they fit as expected and kept her warm and dry.  I would say only issue was the length of time it took to get them.
64,Shopper8,4.0,the United States ,"April 20, 2021",Good buy,These are surprisingly good quality at an affordable price. Room to grow for my 6 YO and a cute pattern.
65,Viktor Vaughn,4.0,the United States ,"December 10, 2019",Big zipper in the middle makes it easier to get ON/OFF,"big zipper in the middle makes it easier to get on and off.  Comfortable material inside and water-resistant outside.  Played in the snow and went sledding...would buy again, but they do run a bit big...not enough to order a smaller size, they will grow into it.  I expect these to last a few years of snow play."
66,Jessica Buxton,4.0,the United States ,"December 3, 2020",Fits true to siZe,This arrived the wrong color. I ordered the navy with light pink fabric on the inside but recieved the neon yellow.
67,Chris,4.0,the United States ,"December 30, 2020",Warm and dry toddler,Can’t beat these for the prices. They keep my toddler warm out in the snow and dry.
68,Bob,5.0,the United States ,"December 13, 2022",Good Quality.,I am so happy with the quality of the fabric. It was extremely soft on the inside and the fit was just right for my daughter. The pattern was identical to the photo as well. Very happy with the purchase.
69,Elia,5.0,the United States ,"December 9, 2022",Really nice snow bibs,"Fit is perfect, quality is really good."
70,Dbee,5.0,the United States ,"November 22, 2022",Very worthy for montana winter,"Water resistant. Great strong quality material. 6yr old approved. We went up a size as per reviews. They are BIG. Keeping tho, they keep the kid warm in 15 and below Temps in a breezy town in Montana."
71,Kbetker,5.0,the United States ,"August 6, 2022",Perfect for the price,"Very happy I got this on deal, perfect for my growing girl to be prepared for snow."
72,Elizabeth,5.0,the United States ,"March 20, 2020",Great Quality for the Price,"I was pleasantly surprised at the quality of these snowpants.  I got them for my almost 6 year old.  She's starting to grow out of size 5 and wears smaller size 6's so I got a SMALL (which the size chart says is equivalent to size 6-7).  They are a bit big, as I expected they would be, but they should fit great next year.  She's already worn them outside in the snow this year and we just roll the bottoms up once and adjusted the straps as small as we can and they were fine. They are quite wide in the legs, but they're still fine even on my stringbean of a kid.  They are very thick and warm and will be great for our super snowy and cold winters here in Tahoe.UPDATE 1/2021 - These are some of the best snow pants I've found. We've had them for almost 2 years now. We live in Tahoe where we have snow on the ground 5-6 months of the year and she has worn these pants A LOT. They have held up, have no tears or rips, and will still probably fit her for another year. These are definitely the best deal I've found on pants that last and hold up for a long time. We've bought more expensive pants in the past that have not held up as long as these $30ish ones have. Definitely recommend and would give 10 stars if I could."
73,Professorowl,5.0,the United States ,"December 19, 2019",These are great snow pants!,"These are great snow pants! Since we live in an area where it's snowy and cold in the winter, my daughter is used to wearing snow pants every late fall/winter/spring. We've bought different brands over the years. Last year, she had Columbia snow pants, but she outgrew them. Since these pants were less expensive, I thought she could give them a go. I'm so glad I bought them. This late fall/early winter weather has been colder and snowier than usual. She has worn them multiple times, including at our town's outdoor ice skating rink. My daughter said they keep her warm, dry, and she can move well in them. They also was well, dry quickly, and the fabric seems quite durable. The elastic cuffs at the ankles work very well to keep the snow out instead of soaking the bottom part her leggings on the inside (like most of her other snow pants did). These snow pants work much better than any of the other snow pants she has owned over the years, including the Columbia brand. They fit just a bit bigger than usual, so I'm hoping she might be able to get two seasons out of them instead of just one. I highly recommend these pants, especially for active, snow-loving kiddos."
74,Sara Pote,5.0,the United States ,"January 21, 2022",Good quality,"I bought this for my daughter who is a tall and slender 4.5 year old. I wanted it big so we can use it for two years and this is perfect! The Velcro tabs on the sides allowed me to fit it to her size so there are no gaps which was perfect (and were  not on the other brand I ordered). Seems like it will be durable. My daughter was quite warm when she wore it. Overall, I’m satisfied and would buy it again."
75,Tina G,5.0,the United States ,"February 19, 2021","Amazing Snow-pant/bibs! Warm, dry, durable!","She said they keep her warm and her legs are never cold! Also, snow doesn’t go up her coat onto her stomach because they are bibs. She loves the two pockets and the loops for mittens and she said that the straps over her shoulders don’t bother her at all. I really like the extra fabric on the knees and on  the backside; the regular fabric on these durable  but when you add two layers, it works especially well and I think the extra layers on the knees and the backside really help to keep her dry because that’s mainly what she’s doing... sitting or kneeling.We priced a lot of snow bibs, especially looking at Lands’ End and L.L. Bean. We ended up with these  because I’d the price point but, in the end, I think they were the best choice!!"
76,Mike S,5.0,the United States ,"December 14, 2019","Warm, quality, inexpensive!","So we bought these out of desperation, once we learned the snowsuit we had for my daughter was too large for an upcoming trip to see family in Northern Minnesota.  It turns out this was a a GREAT purchase!  My daughter just turned 4 and we bought the 4T size in pink.  They are a bit big even when adjusted to be as tight as possible.  That said, I don't regret the purchase as I really think these will fit next season.  At $15 per year, I think these are a phenomenal deal.  We are from Southern California, used to a low of 45 in the depths of winter.  My daughter spent several hours climbing through snow berms in 18 degree weather with utterly no complaints of being cold.  I was really skeptical that the Amazon Basics brand, as I had no prior experience.  However, the quality of the materials and stitching seems on par with any major brand, and the warmth is plenty adequate.  Homerun!"
77,G. V.,5.0,the United States ,"February 9, 2020",Warm and Dry,"I bought this for my two and a half year old - her preschool class goes outside to play everyday, and only stays inside if it's really, really cold.  It seems to keep her comfortable and happy when she's on the playground.  Her teachers take photos of the kids and put them on an app so parents can see what they do throughout the day, and kiddo always seems to be having a blast outside when I review the pics - so she certainly can't be very cold when she's running around during our New England winter.  Her clothes aren't wet when I pick her up at the end of the day, so it also seems to keep her dry in the snow.It runs large on her, but she's a tiny kid - so I'd say that it's true to size.The price was great too, so overall I'm happy with my purchase.  My daughter certainly seems happy with it, too!"
78,Kristi,1.0,the United States ,"November 7, 2022",Cheap!!! Hole ripped in first 2 minutes!!!,My daughter is 7. I got these for her to wear around the house as play clothes. As she was putting them on for the first time a giant hole ripped in the seam in the butt of the pants!!! Waste of money!!! I was going to order more in different colors but I will go elsewhere! You get what you pay for but she never even got to wear these!!! I will say that she has had other children's place leggings in the past and they lasted her awhile. Idk if they switched to cheaper materials or this was just a fluke or what but I'm so disappointed!!
79,Angie,1.0,the United States ,"December 7, 2022",Cheap material- holes began forming after only hours of wear,"My son is in ballet. He went to class and by the time we were home, multiple small holes had began to form in the leggings. He literally only danced in these."
80,Chris ,1.0,the United States ,"December 3, 2022","Sizing WAY off, legs don't match","One leg was 2-3 inches shorter than the other. We ordered xx large, and these were maybe medium-large. Couldn't wear"
81,Gilbert H.,1.0,the United States ,"December 7, 2022",Too small. Skinny as straw.,Wasted of time. way too small and way to skinny. Someone makes sleeves as legging.
82,Michelle,1.0,the United States ,"December 5, 2022",Poor quality control,The tag is in the side that should be the front.
83,Paige Giebel,1.0,the United States ,"December 8, 2022",Crusty old basement leggings,"The media could not be loaded.
                



 One of the leggings is fine. The other smells like it’s been sitting in a soggy basement for years. They’re faded and stretched out."
84,Amazon Customer,1.0,the United States ,"October 19, 2022",These are very thin and not soft.,These are not soft. Very thin. And run small. Returned.
85,Catherine D. ,1.0,the United States ,"September 20, 2022",Pants came with a whole in them along the seem.,My daughter wore these pants and noticed a whole in them the first time she put them on.
86,Anna M,1.0,the United States ,"February 21, 2020",These leggings are too skinny and they bulge in the wrong places,"I bought a size 8 for my 8 year old and promptly returned them as they were so skinny she couldn't even get them on comfortably. I bought a size 10 which i have kept BUT the first time she put them on I thought they were back to front as there was a bulge at the front. Nope they are just made like that. it was a 2 pack so I saw that both pairs were the same. I kept them only because she needed them for school uniform and i had to return the smaller ones already and thought her skirt will be over them anyway so no big deal. The thing is, she wears black leggings on the weekend too and every time she puts these leggings on I see that hideous bulge and have to stop myself from asking if they are back to front. If she has another black pair in another brand I ask her to change. So, 1 star for the shape, 1 star for the fit."
87,Mai Thao,1.0,the United States ,"September 3, 2022",Size are wrong,My 5 years old wear size xs in girl legging. These were like xxs didn't fit her. Waste of money and time Lol
88,Ivana Cherie,2.0,the United States ,"November 16, 2022",Denim color runs wayyyy small,Quality is good. The denim runs extremely small. My daughter fits 3T leggings of every brand I’ve bought. I bought her a 4 in these and she has to wiggle to get them on and when she bends over her rear is exposed. They fit like a carters size 2T.I got myself matching size girls 16 and I’m in the same boat as her. 16 in girls should be more than adequate for me. I’d go up two sizes in the denim since it has very little stretch. I can’t speak for the other colors.
89,Em,2.0,the United States ,"November 26, 2022",Warning: these run SMALL!,Warning: these run SMALL! If you order size 5/6 for your 6 year old that normally wears a 5 - you will end up with CAPRIS. Order a size up if you actually want PANTS for your child. Now my daughter has 2 brand new CAPRIS....in NOVEMBER. 😠
90,Tanya Havens,2.0,the United States ,"December 14, 2022","Don’t last, to thin","Purchased a month ago, not worn more than once per week and already have a hole in knee! So not for kids who sit in school on their knees!"
91,BellaK,2.0,the United States ,"December 3, 2022",Uncomfortable and sizing seems wrong,I had to return.  Did not come up to her waist and uncomfortable for her to wear.  I don't think a larger size would have taken care of this problem.  She is average height and thin.
92,Amazon Customer,2.0,the United States ,"October 12, 2022",Lasted one day,"Leggings are my little muffin’s kindergarten go-to. She’s active at school, and these just didn’t cut it. They’re soft, comfy enough if she were just loafing around on the weekend (hence the 2 stars) but I wouldn’t recommend for kiddos who will be out climbing and playing. On the first day of wearing them I had to discreetly wrap a coat around her waist. Poor kid was blissfully unaware of a million little holes/tears."
93,Bree,2.0,the United States ,"November 11, 2022",Holes in the knees in less than a month.,Hey children’s place: girls are active too. These came home from school with holes in the knees within a month.Please make them with thicker fabric.
94,Gena Dale,2.0,the United States ,"October 26, 2022",Thin and runs VERY small.,This company is usually pretty accurate for sizing when I buy in-store. These pants were thin as a nightgown and at least 2 sizes too small. I will be returning.
95,Tiffany,2.0,the United States ,"October 22, 2022",Stitching is horrible,Legging came with huge section not sewn...
96,J.L,2.0,the United States ,"October 17, 2022",Too small,Way too small and tight
97,Chrissy Marie,2.0,the United States ,"March 4, 2022",These leggings will get a hole in the knee after a handful of washings…,"I have bought three different sets of these black leggings and additionally white and pink. I keep buying them because I absolutely love the way they fit my daughter. Unfortunately, after about five washings the leggings get a small hole in the same exact area of all pants. Quality control needs to take notice, there’s definitely a manufacturing flaw. If you’re looking for a great fitting disposable legging, these are it. Unfortunately they are not going to last too long. I keep buying because of the price point and fit knowing they’re short-term but I just wanted to make buyers beware…"
98,Paige ,3.0,the United States ,"November 21, 2022",The size chart is wrong,The size chart provided is wrong.It said an XXL was for 11-12y.So I figured that was the around a size 12 girls.Nope! Was a 16 that’s why I put 3 stars.
99,Tana Moore,3.0,the United States ,"December 9, 2022",Should’ve ordered a size up,They run small
100,Danny Chen,3.0,the United States ,"October 18, 2022",The pant legs are not the same length,"Prior to wearing, I washed and dried the leggings and while folding laundry I noticed that the right leg is almost 2 inches longer than the other.  This may not be a problem for children who have a longer right leg; however, my child's legs are the same length.  Otherwise, the leggings are typical thin, soft, cotton, and stretchy.  Looks like I will be hemming them into capris to match my child's symmetrical legs!"
101,Brittney,3.0,the United States ,"November 21, 2022",Runs way small,My kid is 3 foot and 42 pounds. Ordered her normal size and it was nowhere near big enough
102,Heidi Thompson,3.0,the United States ,"November 5, 2022",2 inch hole in left leg seam. Otherwise good fit,Overall ok. When my daughter tried it on we discovered a 2 inch long hole in the seam of the left leg. Easy to fix w/ simple needle and thread but still disappointing to find.
103,Amazon Customer,3.0,the United States ,"October 17, 2022",Size up,"I bought these for my daughter who is 4 but weights approx 45 lbs.  she wears size 6/6x in leggings from pretty much everywhere.  These leggings did not fit her.  They were super tight in the legs and barely pulled over her butt, once in they kept coming up the legs and wouldn’t stay down."
104,kc,3.0,the United States ,"November 6, 2022",Run small,These leggings fit like a 10/12. Small in the waist and short
105,Amazon Customer,3.0,the United States ,"November 15, 2022",Good price,Nice to be able to get these on-line
106,sylvia borrego,3.0,the United States ,"October 25, 2022",They don’t run true to size,They run small
107,Amazon Customer,3.0,the United States ,"August 4, 2022","Ordered 5 pack, but one of them is different size.","Everything was good before I checked the size.I ordered 5-pack, but one of them is a smaller size."
108,Carley,4.0,the United States ,"December 9, 2022","Too big, but my fault for listening to other people.","Went by what the other people were saying and got a size up. Definitely will not listen to other reviewers anymore! She normally fits in size 5/6 so I was going to get a size small, but after reading the reviews and everyone saying they run small I got the medium 7/8. BIG FAIL! She couldn’t fit them at all, they were way too big! Just go by what the seller says, not what other people say. I learned this the hard way."
109,Cynthia Fehringer,4.0,the United States ,"December 14, 2022",Not average,"My daughter is a bit hard to fit since she's 5'0"", 83 lbs.  Thin but tall.  I ordered her an xl, size 14, which she is in most cases, and these pants only came to mind calf on her.  So if you have a long child, size up!"
110,E. Anderson,4.0,the United States ,"December 12, 2022",Size up!,"These are ok leggings, and they run on the small size."
111,SKk,4.0,the United States ,"November 28, 2022",Almost perfect,I actually bought these for my son. The black pair fit perfectly but the denim pair were tight and shorter. He won’t get much use out of the denim pair for long.
112,Jennifer,4.0,the United States ,"December 14, 2022",Very soft not see through,Beautiful leggings
113,Ty Vines,4.0,the United States ,"December 13, 2022",A bit misleading,Christmas gift
114,Sandra Marlene Sonn,4.0,the United States ,"December 7, 2022",Good leggings,Not sheer but they are thin. Good for summer and fall
115,Karen Wood,4.0,the United States ,"December 7, 2022",Runs small,Runs small
116,Lisa,4.0,the United States ,"November 4, 2022",Good everyday leggings,"These fit my 13-year-old, size 12/14 girl well. I don't notice them being see through at all."
117,Prime Customer,4.0,the United States ,"November 5, 2022",Runs small,Order one size up
118,Cole Says,5.0,the United States ,"November 27, 2022",STOP IT THESE LEGGINGS ROCK,"I ended up buying these leggings for all 3 of my girls. Initially I bought for just the older two, but the size I bought for my 6 year old was tiny and was perfect for the 4 year old so I bought another pair for the middle girl and they all ended up with a twin pack of leggings they love.Size S: 4 year oldSize M: 6 year oldSize L: 9 year oldThese are higher quality than old navy, where we usually buy leggings. And at $4 a pair, you’d just better go ahead a do it."
119,Ash.H,5.0,the United States ,"December 15, 2022",Great!,Nice thick cotton for my 9 year old who loves leggings! I always rebuy these ones.
120,sorianochick,5.0,the United States ,"November 29, 2022",Buying again for a great price,"I bought these for my daughter, she wears a 7/8 and they fit her great. I will be buying these again and I love the price since kids out grow clothes fast."
121,Amazon Customer,5.0,the United States ,"December 9, 2022",Nice leggings for girlsin summer,Good stretchy leggings nd soft cotton... good option for summers.... 3/4th style makes it more stylish
122,Angie Llanes,5.0,the United States ,"December 7, 2022",True to size,Great quality.  They fit as expected and came quick.  The price was a deal for 2 pairs.
123,Amanda L.,5.0,the United States ,"November 19, 2022",Durable leggings!,"No other leggings have withstood the test of toddler jumping, sitting on the floor, in the sand, soccer, on the playground, anything! Even after a full year of wear, there are no holes, no signs of stretching. Solid!"
124,bellamamanofNY,5.0,the United States ,"November 30, 2022",As expected,"Good quality, soft, fit as expected, not sheer (but you can see the panty line). I recommend these."
125,Kristi Nelson,5.0,the United States ,"December 1, 2022",Perfect fit and very soft!,They were a perfect fit and super soft. My daughter loves them!
126,Bryanna,5.0,the United States ,"December 2, 2022",Just like buying from the store!,Just your normal kids leggings! Good quality and fit!
127,Susan Driscoll,5.0,the United States ,"November 7, 2022",Durable and Soft,These leggings are great! They are very soft and I know the clothes from Children's Place are well made. The sizing is perfect and I like the bundled pricing for five pairs. These are a very good buy!
